Variable,Description,RXCUI,ATC,VA,VA_Drug
RXNORM:404786,carbidopa/entacapone/levodopa,404786,,ANTIPARKINSON AGENTS,carbidopa 18.75 MG / entacapone 200 MG / levodopa 75 MG Oral Tablet [Stalevo]
RXNORM:404789,chlorpheniramine/ibuprofen/pseudoephedrine,404789,,"COLD REMEDIES,OTHER",chlorpheniramine maleate 2 MG / ibuprofen 200 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet
RXNORM:4053,erythromycin,4053,Macrolides|Antibiotics|Antiinfectives for treatment of acne,"ERYTHROMYCINS/MACROLIDES|ANTIBACTERIALS,TOPICAL OPHTHALMIC|ANTIACNE AGENTS,TOPICAL|ANTI-INFECTIVES,OTHER",erythromycin 0.0053 MG/ML Topical Solution [Maracyn]
RXNORM:405320,secura,405320,,,
RXNORM:40575,zileuton,40575,,"ANTIASTHMA,OTHER",12 HR zileuton 600 MG Extended Release Oral Tablet [Zyflo]
RXNORM:4077,estazolam,4077,Benzodiazepine derivatives,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,estazolam 2 MG Oral Tablet
RXNORM:40790,pantoprazole,40790,Proton pump inhibitors,"GASTRIC MEDICATIONS,OTHER",pantoprazole 40 MG Injection [Protonix]
RXNORM:407990,cinacalcet,407990,Other anti-parathyroid agents,"HORMONES/SYNTHETICS/MODIFIERS,OTHER",cinacalcet 90 MG Oral Tablet [Sensipar]
RXNORM:4089,estramustine,4089,Other antineoplastic agents,"ANTINEOPLASTIC,OTHER",estramustine 140 MG Oral Capsule
RXNORM:4100,estrogens,4100,,,
RXNORM:4109,ethacrynic acid,4109,Aryloxyacetic acid derivatives,LOOP DIURETICS,ethacrynic acid 50 MG Oral Tablet
RXNORM:4110,ethambutol,4110,Other drugs for treatment of tuberculosis,ANTITUBERCULARS,ethambutol hydrochloride 400 MG Oral Tablet [Myambutol]
RXNORM:41126,fluticasone,41126,"Corticosteroids|Glucocorticoids|Corticosteroids, potent (group III)","ANTI-INFLAMMATORIES,INHALATION|ANTIASTHMA,OTHER|ANTI-INFLAMMATORY,TOPICAL|ANTI-INFLAMMATORIES,NASAL|ANTIHISTAMINES,NASAL",120 ACTUAT fluticasone propionate 0.23 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler [Advair]
RXNORM:41127,fluvastatin,41127,HMG CoA reductase inhibitors,ANTILIPEMIC AGENTS,24 HR fluvastatin 80 MG Extended Release Oral Tablet [Lescol]
RXNORM:41144,gadodiamide,41144,Paramagnetic contrast media,,
RXNORM:41208,halobetasol,41208,"Corticosteroids, potent (group III)","ANTI-INFLAMMATORY,TOPICAL",halobetasol propionate 0.5 MG/ML Topical Cream [Ultravate]
RXNORM:4124,ethinyl estradiol,4124,"Estrogens|Natural and semisynthetic estrogens, plain","HORMONES/SYNTHETICS/MODIFIERS,OTHER|CONTRACEPTIVES,SYSTEMIC",{24 (drospirenone 3 MG / ethinyl estradiol 0.02 MG Oral Tablet) / 4 (inert ingredients 1 MG Oral Tablet) } Pack [Gianvi 28-Day]
RXNORM:4125,ethiodized oil,4125,,,
RXNORM:4126,amifostine,4126,Detoxifying agents for antineoplastic treatment,PROTECTIVE AGENTS,amifostine 500 MG Injection
RXNORM:4127,ethionamide,4127,Thiocarbamide derivatives,ANTITUBERCULARS,ethionamide 250 MG Oral Tablet [Trecator]
RXNORM:41289,ibutilide,41289,"Antiarrhythmics, class III",ANTIARRHYTHMICS,10 ML ibutilide fumarate 0.1 MG/ML Injection [Corvert]
RXNORM:4135,ethosuximide,4135,Succinimide derivatives,ANTICONVULSANTS,ethosuximide 50 MG/ML Oral Solution [Zarontin]
RXNORM:4136,ethotoin,4136,Hydantoin derivatives,ANTICONVULSANTS,ethotoin 250 MG Oral Tablet [Peganone]
RXNORM:41397,lactase,41397,Enzyme preparations,DIGESTANTS,lactase 9000 UNT Oral Tablet [Lactaid]
RXNORM:4141,ethyl chloride,4141,Other local anesthetics,"LOCAL ANESTHETICS,TOPICAL",ethyl chloride 1 ML/ML Topical Spray
RXNORM:41493,meloxicam,41493,Oxicams,"NONSALICYLATE NSAIs,ANTIRHEUMATIC",meloxicam 1.5 MG/ML Oral Suspension
RXNORM:4177,etomidate,4177,Other general anesthetics,"GENERAL ANESTHETICS,OTHER",20 ML etomidate 2 MG/ML Injection [Amidate]
RXNORM:4179,etoposide,4179,Podophyllotoxin derivatives,"ANTINEOPLASTIC,OTHER",etoposide 20 MG/ML Injectable Solution
RXNORM:4230,eye drop,4230,,,
RXNORM:42319,nizatidine,42319,H2-receptor antagonists,HISTAMINE ANTAGONISTS,nizatidine 15 MG/ML Oral Solution
RXNORM:42328,astemizole,42328,Other antihistamines for systemic use,,
RXNORM:42330,terfenadine,42330,Other antihistamines for systemic use,,
RXNORM:42331,misoprostol,42331,Prostaglandins,"ANTIULCER AGENTS,OTHER|MUSCULOSKELETAL AGENTS,OTHER",diclofenac sodium 50 MG / misoprostol 0.2 MG Delayed Release Oral Tablet
RXNORM:42333,trimetrexate,42333,Other agents against amoebiasis and other protozoal diseases,,
RXNORM:42347,bupropion,42347,Other antidepressants,"ANTIDEPRESSANTS,OTHER|CNS MEDICATIONS,OTHER",Smoking Cessation 12 HR bupropion hydrochloride 150 MG Extended Release Oral Tablet [Zyban]
RXNORM:42355,fluvoxamine,42355,Selective serotonin reuptake inhibitors,"ANTIDEPRESSANTS,OTHER",fluvoxamine maleate 50 MG Oral Tablet
RXNORM:42372,mupirocin,42372,Other nasal preparations|Other antibiotics for topical use,"NASAL AND THROAT,TOPICAL,OTHER|ANTIBACTERIAL,TOPICAL",mupirocin 0.02 MG/MG Topical Ointment [Centany]
RXNORM:42375,leuprolide,42375,Gonadotropin releasing hormone analogues,ANTINEOPLASTIC HORMONES,0.375 ML leuprolide acetate 60 MG/ML Prefilled Syringe [Eligard]
RXNORM:42405,muromonab-cd3,42405,Selective immunosuppressants,IMMUNE SUPPRESSANTS,muromonab-CD3 1 MG/ML Injectable Solution
RXNORM:42463,pravastatin,42463,HMG CoA reductase inhibitors,ANTILIPEMIC AGENTS,pravastatin sodium 80 MG Oral Tablet [Pravachol]
RXNORM:4249,factor ix,4249,Blood coagulation factors,ANTIHEMORRHAGICS|BLOOD DERIVATIVES,"coagulation factor IX (recombinant), glycopegylated 1 UNT Injection [Rebinyn]"
RXNORM:4254,factor vii,4254,Blood coagulation factors,ANTIHEMORRHAGICS,"coagulation factor IX, human 1 UNT / coagulation factor X, human 1 UNT / factor VII, human 1 UNT / protein C, human 1 UNT / protein S, human 1 UNT / prothrombin, human 1 UNT Injection [Kcentra]"
RXNORM:42547,aurothiomalate,42547,,"GOLD COMPOUNDS,ANTIRHEUMATIC",gold sodium thiomalate 40 MG/ML Injectable Solution
RXNORM:4256,factor viia,4256,,BLOOD DERIVATIVES,eptacog alfa activated 0.001 MG Injection [Novoseven]
RXNORM:4257,antihemophilic factor,4257,Blood coagulation factors,ANTIHEMORRHAGICS|BLOOD DERIVATIVES,antihemophilic factor (recombinant) pegylated-exei 1 UNT Injection [Esperoct]
RXNORM:42612,cromolyn,42612,"Antiallergic agents, excl. corticosteroids|Other antiallergics|Agents for dermatitis, excluding corticosteroids","NASAL AND THROAT,TOPICAL,OTHER|OPHTHALMICS,OTHER|ANTIASTHMA,OTHER|IMMUNOLOGICAL AGENTS,OTHER",cromolyn sodium 20 MG/ML Oral Solution [Gastrocrom]
RXNORM:4262,factor x,4262,Blood coagulation factors,ANTIHEMORRHAGICS,"coagulation factor X, human 1 UNT Injection [Coagadex]"
RXNORM:42635,dextran,42635,Blood substitutes and plasma protein fractions,,
RXNORM:42682,etidronate,42682,,"HORMONES/SYNTHETICS/MODIFIERS,OTHER",etidronate disodium 400 MG Oral Tablet
RXNORM:4271,factor xiii,4271,Blood coagulation factors,ANTIHEMORRHAGICS,coagulation factor XIII a-subunit (recombinant) 1 UNT Injection [Tretten]
RXNORM:42736,dexrazoxane,42736,Detoxifying agents for antineoplastic treatment,PROTECTIVE AGENTS,dexrazoxane 500 MG Injection [Totect]
RXNORM:4278,famotidine,4278,H2-receptor antagonists,"ANTACIDS,OTHER|NONSALICYLATE NSAIs,ANTIRHEUMATIC|HISTAMINE ANTAGONISTS",calcium carbonate 800 MG / famotidine 10 MG / magnesium hydroxide 165 MG Chewable Tablet [Tums Dual Action]
RXNORM:42837,aminohippurate,42837,,,
RXNORM:42892,hyaluronate sodium,42892,,"OPHTHALMICS,OTHER|ANTIRHEUMATICS,OTHER|DERMATOLOGICALS,TOPICAL OTHER",0.85 ML sodium hyaluronate 30 MG/ML Prefilled Syringe [Healon]
RXNORM:42934,tocopherol,42934,,,
RXNORM:42955,levocarnitine,42955,Amino acids and derivatives,"HERBS/ALTERNATIVE THERAPIES|THERAPEUTIC NUTRIENTS/MINERALS/ELECTROLYES,OTHER",levocarnitine 400 MG Oral Capsule
RXNORM:430,albendazole,430,Benzimidazole derivatives,ANTHELMINTICS,albendazole 200 MG Oral Tablet [Albenza]
RXNORM:4301,omega-3 acid,4301,,,
RXNORM:4316,felodipine,4316,Dihydropyridine derivatives,CALCIUM CHANNEL BLOCKERS,24 HR felodipine 2.5 MG Extended Release Oral Tablet
RXNORM:4331,fenoprofen,4331,Propionic acid derivatives,"NONSALICYLATE NSAIs,ANTIRHEUMATIC",fenoprofen 400 MG Oral Capsule [Nalfon]
RXNORM:435,albuterol,435,Selective beta-2-adrenoreceptor agonists,"BRONCHODILATORS,SYMPATHOMIMETIC,ORAL|BRONCHODILATORS,SYMPATHOMIMETIC,INHALATION|ANTIASTHMA,OTHER",NDA020983 200 ACTUAT albuterol 0.09 MG/ACTUAT Metered Dose Inhaler [Ventolin]
RXNORM:43611,latanoprost,43611,Prostaglandin analogues,"ANTIGLAUCOMA,OTHER",latanoprost 0.05 MG/ML Ophthalmic Solution [Xalatan]
RXNORM:44,mesna,44,Mucolytics|Detoxifying agents for antineoplastic treatment,"ANTIDOTES/DETERRENTS,OTHER",mesna 100 MG/ML Injectable Solution [Mesnex]
RXNORM:44151,clofarabine,44151,Purine analogues,"ANTINEOPLASTICS,ANTIMETABOLITES",20 ML clofarabine 1 MG/ML Injection [Clolar]
RXNORM:44157,cladribine,44157,Selective immunosuppressants|Purine analogues,"ANTINEOPLASTICS,ANTIMETABOLITES",10 ML cladribine 1 MG/ML Injection
RXNORM:4419,fish oil,4419,,,
RXNORM:44281,cevimeline,44281,Other parasympathomimetics,"AUTONOMIC AGENTS,OTHER",cevimeline 30 MG Oral Capsule
RXNORM:4440,flavoxate,4440,Drugs for urinary frequency and incontinence,"ANTISPASMODICS,URINARY",flavoxate hydrochloride 200 MG Oral Tablet
RXNORM:4441,flecainide,4441,"Antiarrhythmics, class Ic",ANTIARRHYTHMICS,flecainide acetate 150 MG Oral Tablet
RXNORM:4450,fluconazole,4450,Triazole derivatives|Imidazole and triazole derivatives,ANTIFUNGALS,fluconazole 40 MG/ML Oral Suspension
RXNORM:4451,flucytosine,4451,Other antifungals for topical use|Other antimycotics for systemic use,ANTIFUNGALS,flucytosine 500 MG Oral Capsule [Ancobon]
RXNORM:4452,fludrocortisone,4452,Mineralocorticoids,MINERALOCORTICOIDS,fludrocortisone acetate 0.1 MG Oral Tablet
RXNORM:4457,flumazenil,4457,Antidotes,"ANTIDOTES/DETERRENTS,OTHER",flumazenil 0.1 MG/ML Injectable Solution
RXNORM:4462,fluocinonide,4462,"Corticosteroids, potent (group III)|Corticosteroids","ANTI-INFLAMMATORY,TOPICAL",fluocinonide 1 MG/ML Topical Cream [Vanos]
RXNORM:448,alcohol,448,Other antiseptics and disinfectants|Nerve depressants|Antidotes,"PHARMACEUTICAL AIDS/REAGENTS|ANTIBACTERIAL,TOPICAL|THERAPEUTIC NUTRIENTS/MINERALS/ELECTROLYES,OTHER",ethanol 0.65 ML/ML Topical Gel
RXNORM:4488,floxuridine,4488,Pyrimidine analogues,"ANTINEOPLASTICS,ANTIMETABOLITES",floxuridine 500 MG Injection
RXNORM:4491,fluorometholone,4491,"Corticosteroids, moderately potent (group II)|Corticosteroids|Corticosteroids, combinations for treatment of acne|Corticosteroids/antiinfectives/mydriatics in combination|Corticosteroids, plain|Corticosteroids, moderately potent, other combinations","ANTI-INFLAMMATORIES,TOPICAL OPHTHALMIC",fluorometholone 0.001 MG/MG Ophthalmic Ointment [FML]
RXNORM:4492,fluorouracil,4492,Pyrimidine analogues,"ANTINEOPLASTIC,TOPICAL|ANTINEOPLASTICS,ANTIMETABOLITES",fluorouracil 10 MG/ML Topical Cream [Fluoroplex]
RXNORM:4493,fluoxetine,4493,Selective serotonin reuptake inhibitors,"ANTIDEPRESSANTS,OTHER|CNS MEDICATIONS,OTHER",fluoxetine 25 MG / olanzapine 3 MG Oral Capsule [Symbyax]
RXNORM:4496,fluphenazine,4496,Phenothiazines with piperazine structure,PHENOTHIAZINE/RELATED ANTIPSYCHOTICS,fluphenazine decanoate 100 MG/ML Injectable Solution
RXNORM:4500,flurandrenolide,4500,"Corticosteroids, potent (group III)","ANTI-INFLAMMATORY,TOPICAL",flurandrenolide 0.5 MG/ML Topical Cream [Cordran]
RXNORM:4501,flurazepam,4501,Benzodiazepine derivatives,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,flurazepam hydrochloride 30 MG Oral Capsule
RXNORM:4502,flurbiprofen,4502,"Propionic acid derivatives|Antiinflammatory agents, non-steroids|Antiinflammatory preparations, non-steroids for topical use|Other throat preparations","NONSALICYLATE NSAIs,ANTIRHEUMATIC|OPHTHALMICS,OTHER",flurbiprofen 100 MG Oral Tablet [Ansaid]
RXNORM:4508,flutamide,4508,Anti-androgens,"ANTINEOPLASTIC,OTHER",flutamide 125 MG Oral Capsule
RXNORM:4511,folic acid,4511,Folic acid and derivatives|Other diagnostic agents,"MULTIVITAMINS|FOLIC ACID/LEUCOVORIN|CALCIUM/MAGNESIUM CONTAINING ANTACIDS|MULTIVITAMINS WITH MINERALS|VITAMIN COMBINATIONS,OTHER|VITAMIN B,OTHER",ascorbic acid 75 MG / ferrous fumarate 333 MG / folic acid 0.5 MG / liver stomach concentrate 240 MG / vitamin B12 0.015 MG Oral Capsule
RXNORM:4530,formaldehyde,4530,,ANTISEPTICS/DISINFECTANTS,formaldehyde 100 MG/ML Topical Solution
RXNORM:4550,fosfomycin,4550,Other antibacterials,"ANTI-INFECTIVES,OTHER",fosfomycin 3000 MG Powder for Oral Solution [Monurol]
RXNORM:460132,darunavir,460132,Protease inhibitors,ANTIVIRALS,darunavir 150 MG Oral Tablet [Prezista]
RXNORM:4603,furosemide,4603,"Sulfonamides, plain",LOOP DIURETICS,4 ML furosemide 10 MG/ML Prefilled Syringe
RXNORM:46041,alendronate,46041,,"HORMONES/SYNTHETICS/MODIFIERS,OTHER",alendronic acid 70 MG / cholecalciferol 2800 UNT Oral Tablet [Fosamax Plus D]
RXNORM:46049,alglucerase,46049,Enzymes,"BLOOD PRODUCTS,OTHER",alglucerase 80 UNT/ML Injectable Solution
RXNORM:461016,eszopiclone,461016,Benzodiazepine related drugs,"SEDATIVES/HYPNOTICS,OTHER",eszopiclone 3 MG Oral Tablet [Lunesta]
RXNORM:4617,gamma-aminobutyric acid,4617,,,
RXNORM:46241,aluminum chloride,46241,Other anti-acne preparations for topical use,"DENTAL AND ORAL AGENTS,TOPICAL,OTHER|DEODORANTS/ANTIPERSPIRANTS,TOPICAL",aluminum chloride 250 MG/ML Mucous Membrane Topical Solution [Hemoban]
RXNORM:46307,amlexanox,46307,Other systemic drugs for obstructive airway diseases|Other agents for local oral treatment,"DENTAL AND ORAL AGENTS,TOPICAL,OTHER",amlexanox 0.05 MG/MG Oral Paste
RXNORM:4637,galantamine,4637,Anticholinesterases,"CNS MEDICATIONS,OTHER",galantamine hydrobromide 4 MG/ML Oral Solution
RXNORM:465397,ciprofloxacin/dexamethasone,465397,,"ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OTIC",ciprofloxacin 3 MG/ML / dexamethasone 1 MG/ML Otic Suspension [Ciprodex]
RXNORM:465675,levothyroxine/liothyronine,465675,,THYROID SUPPLEMENTS,levothyroxine sodium 0.05 MG / liothyronine sodium 0.0125 MG Oral Tablet [Thyrolar]
RXNORM:465680,fluocinolone/hydroquinone/tretinoin,465680,,"DERMATOLOGICALS,TOPICAL OTHER",fluocinolone acetonide 0.1 MG/ML / hydroquinone 40 MG/ML / tretinoin 0.5 MG/ML Topical Cream [Tri-Luma]
RXNORM:465711,ciprofloxacin/hydrocortisone,465711,,"ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OTIC",ciprofloxacin 2 MG/ML / hydrocortisone 10 MG/ML Otic Suspension
RXNORM:466423,antipyrine/benzocaine,466423,,,
RXNORM:466426,benzocaine/menthol,466426,,"LOCAL ANESTHETICS,TOPICAL|ANESTHETICS,MUCOSAL",benzocaine 15 MG / menthol 2.6 MG Oral Lozenge
RXNORM:466427,benzocaine/resorcinol,466427,,"LOCAL ANESTHETICS,TOPICAL",benzocaine / resorcinol Topical Cream
RXNORM:466457,fluorescein/proparacaine,466457,,"OPHTHALMICS,OTHER",fluorescein sodium 2.5 MG/ML / proparacaine hydrochloride 5 MG/ML Ophthalmic Solution [Flucaine]
RXNORM:466459,glucosamine/methylsulfonylmethane,466459,,HERBS/ALTERNATIVE THERAPIES,glucosamine / methylsulfonylmethane Pill
RXNORM:466482,papain/urea,466482,,"DERMATOLOGICALS,TOPICAL OTHER",papain 100 MG/ML / urea 100 MG/ML Topical Spray
RXNORM:466489,codeine/guaifenesin/pseudoephedrine,466489,,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,codeine phosphate 2 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution [Cheratussin DAC]
RXNORM:466496,coal tar/salicylic acid/sulfur,466496,,,
RXNORM:466522,diphenhydramine/zinc acetate,466522,,"DERMATOLOGICALS,TOPICAL OTHER",diphenhydramine hydrochloride 10 MG/ML / zinc acetate 1 MG/ML Topical Cream [Benadryl Itch Stopping]
RXNORM:466524,acetaminophen/dextromethorphan/doxylamine/pseudoephedrine NA NA...acetaminophen/dextromethorphan/doxylamine/pseudoephedrine,466524,,ANTIHISTAMINE/DECONGESTANT/ANTITUSSIVE/ANALGESIC,acetaminophen 33.3 MG/ML / dextromethorphan hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML / pseudoephedrine hydrochloride 2 MG/ML Oral Solution
RXNORM:466530,acetic acid/hydrocortisone,466530,,"ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OTIC",acetic acid 20 MG/ML / hydrocortisone 10 MG/ML Otic Solution
RXNORM:466537,menthol/methyl salicylate,466537,,"ANALGESICS,TOPICAL",menthol 0.06 MG/MG / methyl salicylate 0.14 MG/MG Topical Ointment [Analgesic Balm GRX]
RXNORM:466541,neomycin/polymyxin b,466541,,IRRIGATION SOLUTIONS,neomycin 40 MG/ML / polymyxin B 200000 UNT/ML Irrigation Solution
RXNORM:466546,ethinyl estradiol/ferrous fumarate/norethindrone,466546,,,
RXNORM:466549,aspirin/caffeine/orphenadrine,466549,,SKELETAL MUSCLE RELAXANTS,aspirin 856 MG / caffeine 60 MG / orphenadrine citrate 50 MG Oral Tablet
RXNORM:466555,guaifenesin/phenylephrine/phenylpropanolamine,466555,,,
RXNORM:466565,pramoxine/zinc oxide,466565,,HEMORRHOIDAL PREPARATIONS WITHOUT STEROID,pramoxine hydrochloride 0.01 MG/MG / zinc oxide 0.125 MG/MG Rectal Ointment
RXNORM:466568,chlorpheniramine/codeine/pseudoephedrine,466568,,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 1.6 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution
RXNORM:466584,acetaminophen/aspirin/caffeine,466584,,NON-OPIOID ANALGESICS,acetaminophen 260 MG / aspirin 520 MG / caffeine 32.5 MG Oral Powder
RXNORM:466588,aluminum hydroxide/magnesium hydroxide/simethicone,466588,,"ANTACIDS,OTHER",aluminum hydroxide 80 MG/ML / magnesium hydroxide 80 MG/ML / simethicone 8 MG/ML Oral Suspension [Mintox Plus]
RXNORM:466600,camphor/menthol,466600,,"DERMATOLOGICALS,TOPICAL OTHER|ANALGESICS,TOPICAL",camphor 0.002 MG/MG / menthol 0.035 MG/MG Topical Gel [Freeze It]
RXNORM:4678,ganciclovir,4678,Nucleosides and nucleotides excl. reverse transcriptase inhibitors|Antivirals,"ANTIVIRALS,TOPICAL OPHTHALMIC|ANTIVIRALS",ganciclovir 0.0015 MG/MG Ophthalmic Gel [Zirgan]
RXNORM:46967,beractant,46967,,"RESPIRATORY AGENTS,OTHER",beractant 25 MG/ML Intratracheal Suspension [Survanta]
RXNORM:4716,gelatin,4716,,"VITAMINS,OTHER",gelatin 650 MG Oral Capsule
RXNORM:4719,gemfibrozil,4719,Fibrates,ANTILIPEMIC AGENTS,gemfibrozil 600 MG Oral Tablet
RXNORM:473387,ferumoxytol,473387,,IRON,17 ML ferumoxytol 30 MG/ML Injection
RXNORM:473837,telavancin,473837,Glycopeptide antibacterials,"ANTI-INFECTIVES,OTHER",telavancin 250 MG Injection
RXNORM:47461,butenafine,47461,Other antifungals for topical use,"ANTIFUNGAL,TOPICAL",butenafine hydrochloride 10 MG/ML Topical Cream [Mentax]
RXNORM:475230,degarelix,475230,Other hormone antagonists and related agents,ANTINEOPLASTIC HORMONES,degarelix 120 MG Injection [Firmagon]
RXNORM:475342,dasatinib,475342,Protein kinase inhibitors,"ANTINEOPLASTIC,OTHER",dasatinib 100 MG Oral Tablet [Sprycel]
RXNORM:47579,cabergoline,47579,Prolactine inhibitors|Dopamine agonists,"AUTONOMIC AGENTS,OTHER",cabergoline 0.5 MG Oral Tablet
RXNORM:475968,liraglutide,475968,Glucagon-like peptide-1 (GLP-1) analogues,"HYPOGLYCEMIC AGENTS,OTHER",3 ML liraglutide 6 MG/ML Pen Injector [Victoza]
RXNORM:475969,etravirine,475969,Non-nucleoside reverse transcriptase inhibitors,ANTIVIRALS,etravirine 100 MG Oral Tablet [Intelence]
RXNORM:47610,calcium alginate,47610,Local hemostatics,,
RXNORM:47613,calcium citrate,47613,Calcium,MULTIVITAMINS WITH MINERALS|CALCIUM,calcium citrate 950 MG / cholecalciferol 250 UNT Oral Tablet
RXNORM:47622,calcium lactate,47622,Calcium,CALCIUM,calcium lactate 650 MG Oral Tablet
RXNORM:476818,magnesium glycinate,476818,,HERBS/ALTERNATIVE THERAPIES,magnesium glycinate Pill
RXNORM:47686,carbamide peroxide,47686,,"DENTAL AND ORAL AGENTS,TOPICAL,OTHER|CERUMINOLYTICS",carbamide peroxide 65 MG/ML Otic Solution [Auraphene-B]
RXNORM:477631,butabarbital,477631,,"ANTISPASMODICS,URINARY,OTHER",butabarbital 15 MG / hyoscyamine hydrobromide 0.3 MG / phenazopyridine hydrochloride 150 MG Oral Tablet
RXNORM:4778,gentian violet,4778,,"ANTI-INFECTIVE,TOPICAL,OTHER",brilliant green 2.29 MG/ML / gentian violet 2.29 MG/ML / proflavine 1.14 MG/ML Topical Solution
RXNORM:47835,cefpodoxime proxetil,47835,,,
RXNORM:47858,methsuximide,47858,Succinimide derivatives,ANTICONVULSANTS,methsuximide 300 MG Oral Capsule [Celontin]
RXNORM:480,alfentanil,480,Opioid anesthetics,OPIOID ANALGESICS,5 ML alfentanil 0.5 MG/ML Injection
RXNORM:480167,lapatinib,480167,Protein kinase inhibitors,"ANTINEOPLASTIC,OTHER",lapatinib 250 MG Oral Tablet [Tykerb]
RXNORM:480639,alvimopan,480639,Peripheral opioid receptor antagonists,"GASTRIC MEDICATIONS,OTHER",alvimopan 12 MG Oral Capsule [Entereg]
RXNORM:4815,glyburide,4815,Sulfonylureas,"ORAL HYPOGLYCEMIC AGENTS,ORAL",glyburide 6 MG Oral Tablet [Glynase]
RXNORM:4821,glipizide,4821,Sulfonylureas,"ORAL HYPOGLYCEMIC AGENTS,ORAL",24 HR glipizide 5 MG Extended Release Oral Tablet [Glucotrol]
RXNORM:48274,acetaminophen/propoxyphene,48274,,,
RXNORM:4832,glucagon,4832,Glycogenolytic hormones,ANTIHYPOGLYCEMICS,glucagon (rDNA) 1 MG Injection
RXNORM:484211,ezetimibe/simvastatin,484211,HMG CoA reductase inhibitors in combination with other lipid modifying agents,ANTILIPEMIC AGENTS,ezetimibe 10 MG / simvastatin 80 MG Oral Tablet
RXNORM:4845,glucosamine,4845,"Other antiinflammatory and antirheumatic agents, non-steroids",HERBS/ALTERNATIVE THERAPIES,glucosamine Pill
RXNORM:487252,spirulina,487252,,HERBS/ALTERNATIVE THERAPIES,Spirulina Pill
RXNORM:4885,glutamine,4885,Amino acids and derivatives,"AMINO ACIDS/PROTEINS,OTHER|HERBS/ALTERNATIVE THERAPIES",glutamine 5000 MG Powder for Oral Solution [Endari]
RXNORM:48937,dexmedetomidine,48937,Other hypnotics and sedatives,"SEDATIVES/HYPNOTICS,OTHER",2 ML dexmedetomidine 0.1 MG/ML Injection
RXNORM:4910,glycerin,4910,Other drugs for constipation|Enemas,"EYE WASHES/LUBRICANTS|MOUTHWASHES|NASAL AND THROAT,TOPICAL,OTHER|DECONGESTANTS,TOPICAL OPHTHALMIC|AMINO ACIDS/PROTEINS,PARENTERAL,WITH ADDED ELECTROLYTES|HEMORRHOIDAL PREPARATIONS WITHOUT STEROID|LAXATIVES,RECTAL",glycerin 2 MG/ML Ophthalmic Solution [Oasis Tears]
RXNORM:491498,carboxymethylcellulose sodium,491498,,EYE WASHES/LUBRICANTS,carboxymethylcellulose sodium 2.5 MG/ML Ophthalmic Solution [TheraTears]
RXNORM:4917,nitroglycerin,4917,Organic nitrates|Muscle relaxants,"ANTIANGINALS|RECTAL,LOCAL OTHER",nitroglycerin 0.4 MG/ACTUAT Mucosal Spray [Nitrolingual]
